Input Number, Run_Number, Result@ 100, X1, Y, X2
In17, Run: 056, P, 0, 16, 0
In17, Run: 057, P, 0, 16, 0
In17, Run: 058, P, 0, 16, 0
In17, Run: 059, P, 0, 16, 0
In17, Run: 060, P, 0, 16, 0
In17, Run: 061, P, 0, 16, 0
In17, Run: 062, P, 0, 16, 0
In17, Run: 063, P, 0, 16, 0
In17, Run: 064, P, 0, 16, 0
In17, Run: 065, P, 0, 16, 0
In17, Run: 066, P, 0, 16, 0
In17, Run: 067, P, 0, 16, 0
In17, Run: 068, P, 0, 16, 0
In17, Run: 069, P, 0, 16, 0
In17, Run: 070, P, 0, 16, 0
In17, Run: 071, P, 0, 16, 0
In17, Run: 072, P, 0, 16, 0
In17, Run: 073, P, 0, 16, 0
In17, Run: 074, P, 0, 16, 0
In17, Run: 075, P, 0, 16, 0
In17, Run: 076, P, 0, 16, 0
In17, Run: 077, P, 0, 16, 0
In17, Run: 078, P, 0, 16, 0
In17, Run: 079, P, 0, 16, 0
In17, Run: 080, P, 0, 16, 0
In17, Run: 081, P, 0, 16, 0
In17, Run: 082, P, 0, 16, 0
In17, Run: 083, P, 0, 16, 0
In17, Run: 084, P, 0, 16, 0
In17, Run: 085, P, 0, 16, 0
In17, Run: 086, P, 0, 16, 0
In17, Run: 087, P, 0, 16, 0
In17, Run: 088, P, 0, 16, 0
In17, Run: 089, P, 0, 16, 0
In17, Run: 090, P, 0, 16, 0
In17, Run: 091, P, 0, 16, 0
In17, Run: 092, P, 0, 16, 0
In17, Run: 093, P, 0, 16, 0
In17, Run: 094, P, 0, 16, 0
In17, Run: 095, P, 0, 16, 0
